scrip,kind,a,b,c,d
EHL,signal,Bearish Harami,90,54.4,-3.24
EHL,signal,Bearish Marubozu,134,48.5,-3.59
EHL,signal,Double Bottom,73,32.9,-4.99
EHL,signal,52w-low breakdown,105,35.2,-5.0
EHL,signal,Evening Star,91,48.4,-5.66
EHL,signal,MACD bear cross,289,41.2,-6.22
EHL,signal,Below the Stomach,185,38.4,-7.25
EHL,signal,Double Top,84,41.7,-11.98
EHL,signal,52w-high breakout,87,25.3,-14.39
EHL,bounce,2024-10-28,47.3,69.3,47
EHL,bounce,2024-11-10,62.0,73.3,18
EHL,bounce,2025-01-13,63.8,79.8,25
EHL,bounce,2025-03-02,72.0,84.3,17
EHL,bounce,2025-05-15,68.2,91.7,34
EHL,bounce,2025-12-18,69.9,83.8,20
EHL,bounce,2026-03-08,73.3,89.2,22
EHL,bounce,2026-05-06,79.0,95.0,20
EIL,signal,RSI<30 oversold,64,60.9,3.57
EIL,signal,Below lower Bollinger,67,53.7,0.66
EIL,signal,Stochastic<20,275,52.4,0.62
EIL,signal,Bearish Engulfing,75,53.3,0.17
EIL,signal,MACD bear cross,38,52.6,-0.05
EIL,signal,Bullish Engulfing,38,47.4,-0.18
EIL,signal,RSI>70 overbought,61,54.1,-0.74
EIL,signal,Bullish Harami,53,47.2,-0.89
EIL,signal,MACD bull cross,39,41.0,-1.08
EIL,signal,Three Outside Down,48,45.8,-1.25
EIL,signal,Stochastic>80,161,52.8,-1.44
EIL,signal,52w-high breakout,30,36.7,-1.5
EIL,signal,Stretch<-30% vs MA200,91,41.8,-1.79
EIL,signal,Above upper Bollinger,73,52.1,-3.12
EIL,bounce,2025-03-16,45.4,54.8,21
EIL,bounce,2025-05-07,46.0,53.8,17
EIL,bounce,2025-07-22,32.1,40.4,26
EIL,bounce,2025-11-16,23.6,28.3,20
EIL,bounce,2025-12-07,25.4,29.4,16
EIL,bounce,2025-12-21,26.5,31.9,20
EIL,bounce,2026-03-08,25.0,29.9,20
EIL,bounce,2026-05-03,26.0,32.7,26
EMERALDOIL,signal,52w-high breakout,90,65.6,9.17
EMERALDOIL,signal,Price reclaims MA200,35,37.1,3.55
EMERALDOIL,signal,Double Bottom,48,41.7,1.87
EMERALDOIL,signal,Above the Stomach,53,50.9,1.78
EMERALDOIL,signal,MACD bull cross,91,51.6,1.62
EMERALDOIL,signal,Bullish Engulfing,65,49.2,1.29
EMERALDOIL,signal,Double Top,61,60.7,1.22
EMERALDOIL,signal,Three Outside Up,30,50.0,1.12
EMERALDOIL,signal,Below lower Bollinger,156,48.7,-0.19
EMERALDOIL,signal,Bearish Harami,39,71.8,-0.33
EMERALDOIL,signal,RSI<30 oversold,194,45.4,-0.4
EMERALDOIL,signal,52w-low breakdown,134,55.2,-0.44
EMERALDOIL,signal,Bearish Engulfing,169,60.9,-0.74
EMERALDOIL,signal,Stochastic<20,822,43.6,-0.92
EMERALDOIL,signal,Stretch<-30% vs MA200,445,46.7,-0.95
EMERALDOIL,signal,Three Outside Down,90,55.6,-0.98
EMERALDOIL,signal,MACD bear cross,91,57.1,-1.22
EMERALDOIL,signal,Bullish Harami,148,43.2,-1.24
EMERALDOIL,signal,Evening Star,34,50.0,-1.66
EMERALDOIL,signal,Three Black Crows,80,48.8,-1.88
EMERALDOIL,signal,Morning Star,44,36.4,-1.93
EMERALDOIL,signal,Below the Stomach,37,51.4,-2.0
EMERALDOIL,signal,Bearish Marubozu,44,54.5,-2.21
EMERALDOIL,signal,Inverted Hammer,32,21.9,-3.06
EMERALDOIL,signal,Stretch>50% vs MA200,266,49.2,-4.23
EMERALDOIL,signal,Stochastic>80,361,54.6,-4.88
EMERALDOIL,signal,Above upper Bollinger,179,52.0,-6.62
EMERALDOIL,signal,RSI>70 overbought,174,39.7,-11.92
EMERALDOIL,bounce,2026-01-13,11.5,13.8,20
EMERALDOIL,bounce,2026-02-02,12.0,16.5,38
EMERALDOIL,bounce,2026-02-22,13.8,19.0,38
EMERALDOIL,bounce,2026-04-30,13.4,16.2,21
EMERALDOIL,bounce,2026-05-11,14.5,17.8,23
EMERALDOIL,bounce,2026-05-19,16.2,23.1,43
EMERALDOIL,bounce,2026-06-03,20.9,27.0,29
EMERALDOIL,bounce,2026-06-14,21.4,24.9,16
ENVOYTEX,signal,RSI<30 oversold,87,59.8,3.4
ENVOYTEX,signal,Below lower Bollinger,149,57.7,1.76
ENVOYTEX,signal,Stochastic>80,303,68.0,1.47
ENVOYTEX,signal,Above upper Bollinger,158,64.6,1.1
ENVOYTEX,signal,Stochastic<20,573,52.7,1.02
ENVOYTEX,signal,RSI>70 overbought,88,64.8,0.73
ENVOYTEX,signal,Stretch>50% vs MA200,41,51.2,0.38
ENVOYTEX,signal,Inverted Hammer,93,44.1,0.32
ENVOYTEX,signal,Price reclaims MA200,61,39.3,0.25
ENVOYTEX,signal,Bearish Engulfing,157,62.4,-0.05
ENVOYTEX,signal,Bullish Engulfing,96,41.7,-0.39
ENVOYTEX,signal,Bullish Harami,100,45.0,-0.72
ENVOYTEX,signal,Three Outside Down,77,55.8,-1.02
ENVOYTEX,signal,Bearish Harami,78,55.1,-1.12
ENVOYTEX,signal,MACD bull cross,122,32.8,-1.14
ENVOYTEX,signal,Evening Star,34,58.8,-1.39
ENVOYTEX,signal,Above the Stomach,45,35.6,-1.39
ENVOYTEX,signal,MACD bear cross,121,51.2,-1.58
ENVOYTEX,signal,Three Outside Up,35,45.7,-1.85
ENVOYTEX,signal,Morning Star,30,30.0,-2.23
ENVOYTEX,signal,Double Top,30,50.0,-2.43
ENVOYTEX,signal,52w-high breakout,35,34.3,-2.58
ENVOYTEX,signal,Below the Stomach,50,40.0,-2.74
ENVOYTEX,signal,52w-low breakdown,72,45.8,-3.77
ENVOYTEX,bounce,2024-10-28,33.1,38.8,17
ENVOYTEX,bounce,2024-10-31,34.7,47.0,35
ENVOYTEX,bounce,2025-01-15,36.0,45.2,26
ENVOYTEX,bounce,2025-04-06,39.7,46.8,18
ENVOYTEX,bounce,2025-05-28,39.0,56.1,44
ENVOYTEX,bounce,2025-09-11,50.5,63.8,26
ENVOYTEX,bounce,2025-11-16,42.9,50.2,17
ENVOYTEX,bounce,2025-12-07,46.0,54.5,18
EPGL,signal,Below lower Bollinger,45,68.9,3.2
EPGL,signal,Bullish Harami,44,54.5,3.09
EPGL,signal,RSI<30 oversold,49,71.4,2.89
EPGL,signal,Stochastic>80,67,77.6,2.2
EPGL,signal,Three Outside Down,32,59.4,1.17
EPGL,signal,Stretch<-30% vs MA200,116,48.3,1.05
EPGL,signal,Stochastic<20,271,54.6,0.3
EPGL,signal,MACD bear cross,36,50.0,-0.78
EPGL,signal,Bearish Engulfing,66,63.6,-0.79
EPGL,signal,52w-low breakdown,51,43.1,-2.56
EPGL,signal,Above upper Bollinger,44,70.5,-3.08
EPGL,signal,MACD bull cross,31,22.6,-4.57
EPGL,bounce,2025-10-15,15.4,18.5,20
EPGL,bounce,2025-11-13,14.2,18.4,30
EPGL,bounce,2026-02-03,14.2,18.4,30
EPGL,bounce,2026-03-01,15.5,18.2,17
EPGL,bounce,2026-03-08,15.5,18.0,16
EPGL,bounce,2026-04-26,15.8,19.8,25
EPGL,bounce,2026-05-11,17.2,19.8,15
EPGL,bounce,2026-06-08,18.1,21.4,18
ESQUIRENIT,signal,RSI<30 oversold,36,75.0,10.14
ESQUIRENIT,signal,Stretch<-30% vs MA200,47,66.0,8.98
ESQUIRENIT,signal,Below lower Bollinger,53,62.3,4.22
ESQUIRENIT,signal,Stochastic<20,291,52.6,1.98
ESQUIRENIT,signal,Above the Stomach,32,53.1,1.65
ESQUIRENIT,signal,Bullish Harami,66,51.5,0.8
ESQUIRENIT,signal,MACD bull cross,48,50.0,0.11
ESQUIRENIT,signal,Stochastic>80,137,62.0,-0.01
ESQUIRENIT,signal,Bearish Engulfing,82,48.8,-0.87
ESQUIRENIT,signal,Three Outside Down,44,47.7,-0.96
ESQUIRENIT,signal,Above upper Bollinger,85,49.4,-1.13
ESQUIRENIT,signal,MACD bear cross,48,37.5,-2.02
ESQUIRENIT,signal,RSI>70 overbought,43,53.5,-2.03
ESQUIRENIT,bounce,2025-03-10,22.2,26.7,20
ESQUIRENIT,bounce,2025-05-07,19.6,25.0,28
ESQUIRENIT,bounce,2025-05-28,19.5,24.5,26
ESQUIRENIT,bounce,2025-08-12,22.2,29.9,35
ESQUIRENIT,bounce,2025-11-16,18.8,23.5,25
ESQUIRENIT,bounce,2026-02-01,17.8,21.4,20
ESQUIRENIT,bounce,2026-04-28,19.5,23.8,22
ESQUIRENIT,bounce,2026-05-03,21.2,24.6,16
ETL,signal,Stretch>50% vs MA200,31,83.9,5.73
ETL,signal,RSI>70 overbought,70,85.7,5.14
ETL,signal,RSI<30 oversold,70,71.4,4.74
ETL,signal,Stretch<-30% vs MA200,32,68.8,4.56
ETL,signal,Above upper Bollinger,113,75.2,3.91
ETL,signal,Stochastic>80,167,77.2,3.33
ETL,signal,Stochastic<20,492,57.5,1.63
ETL,signal,Bullish Engulfing,33,45.5,1.6
ETL,signal,Three Outside Down,81,55.6,0.53
ETL,signal,Below lower Bollinger,84,53.6,0.29
ETL,signal,Bearish Engulfing,182,57.1,0.27
ETL,signal,Morning Star,38,42.1,0.14
ETL,signal,MACD bull cross,70,40.0,0.1
ETL,signal,Double Top,32,56.2,-0.11
ETL,signal,Bullish Harami,125,45.6,-0.24
ETL,signal,Above the Stomach,53,39.6,-1.89
ETL,signal,MACD bear cross,70,45.7,-2.15
ETL,signal,Price reclaims MA200,45,40.0,-2.66
ETL,signal,Bearish Marubozu,51,39.2,-4.09
ETL,signal,Double Bottom,31,25.8,-4.85
ETL,signal,Three Black Crows,32,25.0,-6.05
ETL,bounce,2025-04-24,8.1,9.8,21
ETL,bounce,2025-06-22,8.2,9.9,21
ETL,bounce,2025-08-13,8.7,11.7,34
ETL,bounce,2025-10-19,8.3,9.9,19
ETL,bounce,2025-11-13,8.6,10.5,22
ETL,bounce,2026-03-08,8.8,10.3,17
ETL,bounce,2026-04-05,9.3,12.0,29
ETL,bounce,2026-05-11,10.3,12.0,17
EXIM1STMF,signal,RSI>70 overbought,75,70.7,3.26
EXIM1STMF,signal,Below lower Bollinger,102,58.8,2.05
EXIM1STMF,signal,Bullish Marubozu,82,42.7,1.28
EXIM1STMF,signal,RSI<30 oversold,98,43.9,1.04
EXIM1STMF,signal,Stochastic>80,221,62.0,0.74
EXIM1STMF,signal,Stochastic<20,501,47.3,0.68
EXIM1STMF,signal,Three Outside Down,45,60.0,0.27
EXIM1STMF,signal,MACD bull cross,80,41.2,0.01
EXIM1STMF,signal,Above upper Bollinger,111,60.4,-0.09
EXIM1STMF,signal,Bearish Engulfing,231,58.0,-0.44
EXIM1STMF,signal,Bullish Harami,159,41.5,-0.56
EXIM1STMF,signal,Double Top,44,65.9,-0.67
EXIM1STMF,signal,Bearish Harami,67,61.2,-1.18
EXIM1STMF,signal,Tweezer Bottom,37,37.8,-1.26
EXIM1STMF,signal,MACD bear cross,76,52.6,-1.32
EXIM1STMF,signal,Bearish Marubozu,96,49.0,-1.5
EXIM1STMF,signal,Morning Star,47,34.0,-2.1
EXIM1STMF,signal,Double Bottom,32,37.5,-2.57
EXIM1STMF,signal,Above the Stomach,30,20.0,-4.53
EXIM1STMF,signal,52w-low breakdown,38,42.1,-4.89
EXIM1STMF,bounce,2025-11-20,2.6,3.3,27
EXIM1STMF,bounce,2026-01-26,2.7,3.2,19
EXIM1STMF,bounce,2026-02-05,2.8,3.8,36
EXIM1STMF,bounce,2026-02-23,2.7,3.2,19
EXIM1STMF,bounce,2026-03-08,2.7,3.8,41
EXIM1STMF,bounce,2026-03-31,3.3,3.8,15
EXIM1STMF,bounce,2026-04-05,3.3,4.4,33
EXIM1STMF,bounce,2026-05-06,3.5,4.1,17
EXIMBANK,signal,Stretch<-30% vs MA200,226,71.2,8.33
EXIMBANK,signal,Stochastic>80,698,62.8,3.31
EXIMBANK,signal,Below lower Bollinger,224,51.3,3.17
EXIMBANK,signal,Above upper Bollinger,238,62.2,2.55
EXIMBANK,signal,Stochastic<20,1210,53.5,1.9
EXIMBANK,signal,Stretch>50% vs MA200,31,67.7,1.59
EXIMBANK,signal,Inverted Hammer,67,46.3,1.18
EXIMBANK,signal,RSI<30 oversold,298,50.3,1.08
EXIMBANK,signal,Bearish Engulfing,349,60.5,1.06
EXIMBANK,signal,RSI>70 overbought,175,58.9,0.97
EXIMBANK,signal,Three Outside Down,141,61.0,0.79
EXIMBANK,signal,Tweezer Top,32,59.4,0.73
EXIMBANK,signal,Bullish Engulfing,76,53.9,0.35
EXIMBANK,signal,Double Top,58,48.3,-0.11
EXIMBANK,signal,Bullish Marubozu,82,43.9,-0.2
EXIMBANK,signal,Bullish Harami,237,45.1,-0.27
EXIMBANK,signal,Tweezer Bottom,47,40.4,-0.74
EXIMBANK,signal,Bearish Marubozu,116,50.0,-0.82
EXIMBANK,signal,Morning Star,113,52.2,-0.89
EXIMBANK,signal,Bearish Harami,93,50.5,-1.19
EXIMBANK,signal,Three Inside Up,34,38.2,-1.48
EXIMBANK,signal,Below the Stomach,90,53.3,-1.7
EXIMBANK,signal,Three Outside Up,32,46.9,-1.75
EXIMBANK,signal,52w-high breakout,39,41.0,-1.94
EXIMBANK,signal,Above the Stomach,90,42.2,-2.73
EXIMBANK,signal,MACD bear cross,180,49.4,-2.86
EXIMBANK,signal,Three Black Crows,57,40.4,-3.42
EXIMBANK,signal,Evening Star,49,42.9,-3.61
EXIMBANK,signal,MACD bull cross,176,38.6,-3.63
EXIMBANK,signal,52w-low breakdown,135,44.4,-4.26
EXIMBANK,signal,Price reclaims MA200,117,30.8,-7.27
EXIMBANK,signal,Double Bottom,44,29.5,-8.24
EXIMBANK,bounce,2024-11-27,6.4,7.6,19
EXIMBANK,bounce,2025-05-05,5.2,6.1,17
EXIMBANK,bounce,2025-05-27,5.0,5.8,16
EXIMBANK,bounce,2025-05-29,5.0,6.7,34
EXIMBANK,bounce,2025-09-24,2.8,5.2,86
EXIMBANK,bounce,2025-10-08,4.3,5.1,19
EXIMBANK,bounce,2025-10-13,3.3,4.1,24
EXIMBANK,bounce,2025-10-20,3.2,3.7,16
FAMILYTEX,signal,Stretch<-30% vs MA200,36,88.9,14.67
FAMILYTEX,signal,RSI>70 overbought,57,78.9,5.22
FAMILYTEX,signal,Above upper Bollinger,76,68.4,2.92
FAMILYTEX,signal,RSI<30 oversold,187,44.4,2.11
FAMILYTEX,signal,Bullish Marubozu,42,40.5,1.59
FAMILYTEX,signal,Bearish Marubozu,74,63.5,1.31
FAMILYTEX,signal,Stochastic>80,123,68.3,0.63
FAMILYTEX,signal,Bearish Engulfing,222,65.8,0.35
FAMILYTEX,signal,Below lower Bollinger,104,42.3,0.25
FAMILYTEX,signal,Three Outside Down,69,62.3,-0.22
FAMILYTEX,signal,MACD bear cross,51,66.7,-0.42
FAMILYTEX,signal,Stochastic<20,601,37.9,-0.62
FAMILYTEX,signal,Bullish Harami,142,38.7,-0.75
FAMILYTEX,signal,Tweezer Bottom,52,32.7,-1.36
FAMILYTEX,signal,Morning Star,38,39.5,-1.61
FAMILYTEX,signal,52w-low breakdown,79,49.4,-2.19
FAMILYTEX,signal,MACD bull cross,58,31.0,-2.52
FAMILYTEX,bounce,2026-02-02,1.1,1.3,18
FAMILYTEX,bounce,2026-02-03,1.1,2.0,82
FAMILYTEX,bounce,2026-02-23,1.6,3.3,106
FAMILYTEX,bounce,2026-03-09,2.5,4.6,84
FAMILYTEX,bounce,2026-04-01,3.1,3.6,16
FAMILYTEX,bounce,2026-04-06,2.6,3.9,50
FAMILYTEX,bounce,2026-05-11,2.6,3.0,15
FAMILYTEX,bounce,2026-05-19,2.6,3.1,19
FARCHEM,signal,Stretch<-30% vs MA200,61,75.4,4.5
FARCHEM,signal,Stretch>50% vs MA200,66,80.3,4.21
FARCHEM,signal,RSI>70 overbought,101,69.3,2.91
FARCHEM,signal,Stochastic<20,729,50.3,2.0
FARCHEM,signal,Double Bottom,31,51.6,1.81
FARCHEM,signal,RSI<30 oversold,158,54.4,1.44
FARCHEM,signal,Bullish Engulfing,61,44.3,1.01
FARCHEM,signal,Bullish Harami,161,44.1,0.76
FARCHEM,signal,Morning Star,56,51.8,0.39
FARCHEM,signal,Three Black Crows,76,55.3,0.24
FARCHEM,signal,Above upper Bollinger,130,60.8,0.21
FARCHEM,signal,Three Outside Down,112,58.0,0.21
FARCHEM,signal,Above the Stomach,51,51.0,0.05
FARCHEM,signal,Stochastic>80,253,58.1,-0.14
FARCHEM,signal,MACD bear cross,81,60.5,-0.79
FARCHEM,signal,Below lower Bollinger,133,49.6,-1.02
FARCHEM,signal,Bearish Engulfing,189,59.3,-1.13
FARCHEM,signal,Bearish Marubozu,43,48.8,-1.42
FARCHEM,signal,MACD bull cross,77,41.6,-1.5
FARCHEM,signal,Price reclaims MA200,52,38.5,-1.51
FARCHEM,signal,Double Top,36,52.8,-2.71
FARCHEM,signal,52w-low breakdown,53,37.7,-3.53
FARCHEM,bounce,2025-08-13,20.7,24.3,17
FARCHEM,bounce,2025-10-16,18.0,21.8,21
FARCHEM,bounce,2025-11-16,11.6,15.6,34
FARCHEM,bounce,2026-02-01,12.9,15.8,22
FARCHEM,bounce,2026-03-08,13.0,17.8,37
FARCHEM,bounce,2026-04-06,15.1,18.3,21
FARCHEM,bounce,2026-05-03,14.1,17.0,21
FARCHEM,bounce,2026-05-06,15.6,21.2,36
FAREASTFIN,signal,Below the Stomach,38,71.1,4.16
FAREASTFIN,signal,Above the Stomach,31,38.7,1.9
FAREASTFIN,signal,Bearish Marubozu,84,67.9,1.65
FAREASTFIN,signal,Stretch<-30% vs MA200,209,48.3,1.63
FAREASTFIN,signal,52w-low breakdown,55,58.2,1.34
FAREASTFIN,signal,Price reclaims MA200,41,39.0,1.26
FAREASTFIN,signal,RSI<30 oversold,133,61.7,1.1
FAREASTFIN,signal,MACD bull cross,71,47.9,0.96
FAREASTFIN,signal,Bullish Marubozu,71,45.1,0.25
FAREASTFIN,signal,Morning Star,43,34.9,0.14
FAREASTFIN,signal,MACD bear cross,70,61.4,-0.3
FAREASTFIN,signal,Double Top,52,55.8,-0.4
FAREASTFIN,signal,Bullish Engulfing,32,34.4,-0.58
FAREASTFIN,signal,Stretch>50% vs MA200,68,66.2,-0.6
FAREASTFIN,signal,RSI>70 overbought,146,56.8,-0.84
FAREASTFIN,signal,Below lower Bollinger,105,43.8,-0.98
FAREASTFIN,signal,Tweezer Bottom,54,40.7,-1.02
FAREASTFIN,signal,Stochastic>80,262,56.9,-1.05
FAREASTFIN,signal,Bearish Engulfing,214,51.9,-1.17
FAREASTFIN,signal,Stochastic<20,541,41.2,-1.17
FAREASTFIN,signal,Double Bottom,38,47.4,-1.37
FAREASTFIN,signal,Three Outside Down,69,46.4,-1.44
FAREASTFIN,signal,Bullish Harami,124,37.1,-2.45
FAREASTFIN,signal,Bearish Harami,59,55.9,-2.82
FAREASTFIN,signal,Above upper Bollinger,146,47.9,-3.64
FAREASTFIN,bounce,2026-04-19,2.5,3.0,20
FAREASTFIN,bounce,2026-05-03,2.0,2.4,20
FAREASTFIN,bounce,2026-05-20,1.4,1.9,36
FAREASTFIN,bounce,2026-06-15,1.1,1.4,27
FAREASTFIN,bounce,2026-06-22,1.1,1.3,18
FAREASTFIN,bounce,2026-06-25,1.1,1.3,18
FAREASTFIN,bounce,2026-06-29,1.1,1.3,18
FAREASTFIN,bounce,2026-06-30,1.1,1.3,18
FAREASTLIF,signal,Stretch>50% vs MA200,238,63.0,9.19
FAREASTLIF,signal,Stretch<-30% vs MA200,371,62.0,8.35
FAREASTLIF,signal,Inverted Hammer,125,52.8,6.47
FAREASTLIF,signal,Tweezer Bottom,30,43.3,5.34
FAREASTLIF,signal,Stochastic<20,1453,50.4,5.25
FAREASTLIF,signal,Below lower Bollinger,229,55.9,4.08
FAREASTLIF,signal,Three Outside Up,38,44.7,3.27
FAREASTLIF,signal,Stochastic>80,613,58.9,3.17
FAREASTLIF,signal,RSI<30 oversold,283,59.0,2.93
FAREASTLIF,signal,RSI>70 overbought,202,61.9,2.89
FAREASTLIF,signal,Bullish Engulfing,115,44.3,2.5
FAREASTLIF,signal,Above upper Bollinger,272,55.5,2.3
FAREASTLIF,signal,Morning Star,85,44.7,2.09
FAREASTLIF,signal,Bearish Harami,82,62.2,1.88
FAREASTLIF,signal,Dark Cloud Cover,37,48.6,1.14
FAREASTLIF,signal,Three Outside Down,117,61.5,0.15
FAREASTLIF,signal,Three Inside Up,30,43.3,-0.04
FAREASTLIF,signal,Above the Stomach,115,50.4,-0.12
FAREASTLIF,signal,Price reclaims MA200,134,39.6,-0.74
FAREASTLIF,signal,Bullish Harami,194,40.2,-0.85
FAREASTLIF,signal,Evening Star,81,50.6,-1.66
FAREASTLIF,signal,Three Black Crows,56,50.0,-1.73
FAREASTLIF,signal,Bearish Engulfing,233,59.2,-1.95
FAREASTLIF,signal,Hanging Man,33,60.6,-2.49
FAREASTLIF,signal,MACD bull cross,176,37.5,-3.29
FAREASTLIF,signal,Shooting Star,43,55.8,-3.61
FAREASTLIF,signal,52w-low breakdown,131,35.1,-4.29
FAREASTLIF,signal,Below the Stomach,86,45.3,-4.57
FAREASTLIF,signal,Bearish Marubozu,45,33.3,-5.34
FAREASTLIF,signal,MACD bear cross,183,51.4,-6.73
FAREASTLIF,signal,52w-high breakout,46,34.8,-6.94
FAREASTLIF,signal,Double Top,72,48.6,-8.41
FAREASTLIF,signal,Double Bottom,60,31.7,-8.46
FAREASTLIF,bounce,2025-03-16,30.8,35.6,16
FAREASTLIF,bounce,2025-06-23,22.7,31.8,40
FAREASTLIF,bounce,2025-08-18,26.2,33.1,26
FAREASTLIF,bounce,2025-11-16,15.4,24.9,62
FAREASTLIF,bounce,2025-12-04,18.3,22.5,23
FAREASTLIF,bounce,2026-01-12,18.9,26.6,41
FAREASTLIF,bounce,2026-03-08,20.4,23.9,17
FAREASTLIF,bounce,2026-05-21,20.4,25.0,23
FASFIN,signal,Stretch<-30% vs MA200,287,59.9,4.9
FASFIN,signal,Stretch>50% vs MA200,51,70.6,4.04
FASFIN,signal,Three Black Crows,68,67.6,2.03
FASFIN,signal,Double Bottom,53,54.7,1.95
FASFIN,signal,Bullish Marubozu,40,52.5,1.67
FASFIN,signal,Three Outside Down,133,63.9,1.41
FASFIN,signal,RSI>70 overbought,166,65.1,1.28
FASFIN,signal,Double Top,68,55.9,1.27
FASFIN,signal,Inverted Hammer,38,39.5,0.93
FASFIN,signal,Bearish Engulfing,317,62.5,0.76
FASFIN,signal,Bullish Engulfing,55,45.5,0.63
FASFIN,signal,Stochastic>80,341,58.4,0.19
FASFIN,signal,Above upper Bollinger,208,56.7,0.15
FASFIN,signal,Bearish Marubozu,95,63.2,0.15
FASFIN,signal,RSI<30 oversold,210,47.1,0.07
FASFIN,signal,MACD bear cross,114,59.6,-0.03
FASFIN,signal,MACD bull cross,115,43.5,-0.12
FASFIN,signal,Tweezer Bottom,53,47.2,-0.5
FASFIN,signal,Evening Star,39,53.8,-0.53
FASFIN,signal,Bullish Harami,195,41.5,-0.66
FASFIN,signal,Morning Star,68,38.2,-0.7
FASFIN,signal,Above the Stomach,75,42.7,-0.71
FASFIN,signal,Bearish Harami,54,64.8,-0.82
FASFIN,signal,Stochastic<20,937,40.7,-1.27
FASFIN,signal,Below the Stomach,43,58.1,-1.8
FASFIN,signal,Below lower Bollinger,175,34.9,-2.02
FASFIN,signal,52w-low breakdown,115,53.9,-2.02
FASFIN,signal,Price reclaims MA200,69,34.8,-2.27
FASFIN,signal,52w-high breakout,37,29.7,-4.99
FASFIN,bounce,2026-06-17,1.3,1.5,15
FASFIN,bounce,2026-06-18,1.2,1.4,17
FASFIN,bounce,2026-06-21,1.2,1.4,17
FASFIN,bounce,2026-06-22,1.2,1.4,17
FASFIN,bounce,2026-06-23,1.2,1.5,25
FASFIN,bounce,2026-06-29,1.2,1.4,17
FASFIN,bounce,2026-07-01,1.2,1.4,17
FASFIN,bounce,2026-07-08,1.2,1.4,17
FBFIF,signal,Above upper Bollinger,135,65.9,1.07
FBFIF,signal,Stochastic>80,225,62.2,0.93
FBFIF,signal,Below lower Bollinger,111,60.4,0.73
FBFIF,signal,Stochastic<20,551,48.3,0.59
FBFIF,signal,Bearish Harami,67,62.7,0.42
FBFIF,signal,Bearish Marubozu,124,64.5,-0.11
FBFIF,signal,RSI<30 oversold,82,41.5,-0.29
FBFIF,signal,Tweezer Bottom,55,45.5,-0.31
FBFIF,signal,RSI>70 overbought,85,48.2,-0.59
FBFIF,signal,Morning Star,65,36.9,-0.61
FBFIF,signal,Bullish Marubozu,91,37.4,-1.0
FBFIF,signal,Bullish Harami,193,34.7,-1.01
FBFIF,signal,Bearish Engulfing,264,53.8,-1.27
FBFIF,signal,MACD bull cross,90,37.8,-1.51
FBFIF,signal,52w-low breakdown,41,51.2,-1.7
FBFIF,signal,Double Top,31,48.4,-1.75
FBFIF,signal,Three Outside Down,47,44.7,-1.85
FBFIF,signal,MACD bear cross,84,52.4,-1.93
FBFIF,signal,Price reclaims MA200,74,28.4,-2.53
FBFIF,signal,Double Bottom,34,32.4,-2.57
FBFIF,bounce,2025-05-07,3.3,4.4,33
FBFIF,bounce,2025-06-22,3.2,3.7,16
FBFIF,bounce,2025-11-16,2.3,3.1,35
FBFIF,bounce,2026-01-22,2.3,3.1,35
FBFIF,bounce,2026-03-08,2.5,3.5,40
FBFIF,bounce,2026-04-06,2.9,3.4,17
FBFIF,bounce,2026-05-07,2.9,3.6,24
FBFIF,bounce,2026-05-19,2.9,3.4,17
FEDERALINS,signal,Stretch<-30% vs MA200,258,68.6,8.19
FEDERALINS,signal,Tweezer Bottom,32,62.5,4.42
FEDERALINS,signal,Stretch>50% vs MA200,171,65.5,4.1
FEDERALINS,signal,Bullish Engulfing,90,46.7,3.4
FEDERALINS,signal,Double Bottom,63,57.1,3.24
FEDERALINS,signal,Three Outside Up,49,44.9,3.22
FEDERALINS,signal,Below lower Bollinger,199,54.3,3.2
FEDERALINS,signal,Bullish Marubozu,32,46.9,3.2
FEDERALINS,signal,Stochastic<20,1218,49.8,2.54
FEDERALINS,signal,RSI<30 oversold,243,59.3,2.46
FEDERALINS,signal,Three Inside Up,30,53.3,2.11
FEDERALINS,signal,Above the Stomach,93,47.3,1.76
FEDERALINS,signal,Price reclaims MA200,95,49.5,1.42
FEDERALINS,signal,Morning Star,100,41.0,0.98
FEDERALINS,signal,Three Black Crows,80,60.0,0.21
FEDERALINS,signal,MACD bull cross,147,43.5,0.07
FEDERALINS,signal,Stochastic>80,534,55.4,-0.11
FEDERALINS,signal,Bearish Marubozu,75,56.0,-0.3
FEDERALINS,signal,Inverted Hammer,68,45.6,-0.38
FEDERALINS,signal,Bearish Engulfing,291,56.4,-0.47
FEDERALINS,signal,Bullish Harami,228,43.0,-0.69
FEDERALINS,signal,RSI>70 overbought,198,51.5,-0.75
FEDERALINS,signal,Three Outside Down,123,52.8,-0.94
FEDERALINS,signal,Double Top,88,55.7,-2.04
FEDERALINS,signal,Bearish Harami,78,57.7,-2.15
FEDERALINS,signal,Evening Star,65,52.3,-2.23
FEDERALINS,signal,Above upper Bollinger,282,47.2,-2.37
FEDERALINS,signal,MACD bear cross,147,62.6,-2.8
FEDERALINS,signal,52w-low breakdown,116,46.6,-3.28
FEDERALINS,signal,52w-high breakout,52,44.2,-4.83
FEDERALINS,signal,Below the Stomach,82,47.6,-8.17
FEDERALINS,bounce,2024-11-11,16.7,21.1,26
FEDERALINS,bounce,2025-06-01,16.1,20.9,30
FEDERALINS,bounce,2025-07-23,19.2,22.6,18
FEDERALINS,bounce,2025-08-12,19.8,24.5,24
